140,19,CAP-0140,Experimental
141,19,CAP-0141,Fielded
142,19,CAP-0142,Experimental
143,19,CAP-0143,Near-Fielded
144,19,CAP-0144,Fielded
145,19,CAP-0145,Near-Fielded
146,19,CAP-0146,Developmental
147,19,CAP-0147,Fielded
148,19,CAP-0148,Developmental
149,19,CAP-0149,Fielded
150,19,CAP-0150,Developmental
151,19,CAP-0151,Experimental
152,19,CAP-0152,Developmental
153,19,CAP-0153,Fielded
154,20,CAP-0154,Experimental
155,20,CAP-0155,Fielded
156,20,CAP-0156,Developmental
157,20,CAP-0157,Near-Fielded
158,20,CAP-0158,Experimental
159,20,CAP-0159,Experimental
160,20,CAP-0160,Fielded
161,21,CAP-0161,Experimental
162,21,CAP-0162,Near-Fielded
163,21,CAP-0163,Developmental
164,21,CAP-0164,Near-Fielded
165,21,CAP-0165,Developmental
166,21,CAP-0166,Near-Fielded
167,21,CAP-0167,Developmental
168,21,CAP-0168,Near-Fielded
169,21,CAP-0169,Near-Fielded
170,21,CAP-0170,Fielded
171,21,CAP-0171,Experimental
172,21,CAP-0172,Experimental
173,22,CAP-0173,Developmental
174,22,CAP-0174,Experimental
175,22,CAP-0175,Fielded
176,22,CAP-0176,Near-Fielded
177,22,CAP-0177,Near-Fielded
178,22,CAP-0178,Near-Fielded
179,22,CAP-0179,Experimental
180,22,CAP-0180,Experimental
181,22,CAP-0181,Experimental
182,22,CAP-0182,Fielded
183,22,CAP-0183,Developmental
184,22,CAP-0184,Experimental
185,22,CAP-0185,Fielded
186,22,CAP-0186,Developmental
187,22,CAP-0187,Fielded
188,22,CAP-0188,Near-Fielded
189,22,CAP-0189,Fielded
190,22,CAP-0190,Experimental
191,22,CAP-0191,Developmental
192,22,CAP-0192,Near-Fielded
193,22,CAP-0193,Fielded
194,22,CAP-0194,Developmental
195,22,CAP-0195,Developmental
196,22,CAP-0196,Fielded
197,22,CAP-0197,Fielded
198,24,CAP-0198,Fielded
199,24,CAP-0199,Fielded
200,25,CAP-0200,Developmental
201,25,CAP-0201,Developmental
202,25,CAP-0202,Fielded
203,26,CAP-0203,Developmental
204,27,CAP-0204,Developmental
205,28,CAP-0205,Near-Fielded
206,28,CAP-0206,Experimental
207,28,CAP-0207,Experimental
208,28,CAP-0208,Near-Fielded
209,28,CAP-0209,Experimental
210,28,CAP-0210,Developmental
211,28,CAP-0211,Fielded
212,28,CAP-0212,Fielded
213,28,CAP-0213,Near-Fielded
214,28,CAP-0214,Fielded
215,28,CAP-0215,Experimental
216,28,CAP-0216,Experimental
217,28,CAP-0217,Experimental
218,28,CAP-0218,Fielded
219,28,CAP-0219,Fielded
220,28,CAP-0220,Experimental
221,28,CAP-0221,Developmental
222,28,CAP-0222,Near-Fielded
223,28,CAP-0223,Near-Fielded
224,28,CAP-0224,Near-Fielded
225,28,CAP-0225,Near-Fielded
226,28,CAP-0226,Developmental
227,28,CAP-0227,Fielded
228,28,CAP-0228,Developmental
229,28,CAP-0229,Experimental
230,28,CAP-0230,Fielded
231,28,CAP-0231,Fielded
232,28,CAP-0232,Experimental
233,28,CAP-0233,Developmental
234,28,CAP-0234,Developmental
235,28,CAP-0235,Near-Fielded
236,28,CAP-0236,Developmental
237,28,CAP-0237,Near-Fielded
238,28,CAP-0238,Fielded
239,28,CAP-0239,Experimental
240,28,CAP-0240,Experimental
241,28,CAP-0241,Experimental
242,28,CAP-0242,Developmental
243,28,CAP-0243,Near-Fielded
244,28,CAP-0244,Fielded
245,28,CAP-0245,Near-Fielded
246,28,CAP-0246,Fielded
247,28,CAP-0247,Experimental
248,28,CAP-0248,Fielded
249,28,CAP-0249,Near-Fielded
250,28,CAP-0250,Near-Fielded
251,28,CAP-0251,Experimental
252,28,CAP-0252,Near-Fielded
253,28,CAP-0253,Experimental
254,28,CAP-0254,Fielded
255,28,CAP-0255,Developmental
256,28,CAP-0256,Near-Fielded
257,28,CAP-0257,Near-Fielded
258,28,CAP-0258,Fielded
259,28,CAP-0259,Experimental
260,28,CAP-0260,Experimental
261,28,CAP-0261,Near-Fielded
262,28,CAP-0262,Fielded
263,28,CAP-0263,Near-Fielded
264,28,CAP-0264,Experimental
265,28,CAP-0265,Developmental
266,28,CAP-0266,Developmental
267,28,CAP-0267,Near-Fielded
268,28,CAP-0268,Experimental
269,28,CAP-0269,Developmental
270,28,CAP-0270,Developmental
271,28,CAP-0271,Developmental
272,28,CAP-0272,Developmental
273,28,CAP-0273,Experimental
274,28,CAP-0274,Experimental
275,28,CAP-0275,Near-Fielded
276,28,CAP-0276,Fielded
277,28,CAP-0277,Fielded
278,28,CAP-0278,Near-Fielded
279,28,CAP-0279,Experimental
280,28,CAP-0280,Experimental
281,28,CAP-0281,Near-Fielded
282,28,CAP-0282,Experimental
283,28,CAP-0283,Fielded
284,29,CAP-0284,Developmental
285,29,CAP-0285,Fielded
286,29,CAP-0286,Developmental
287,29,CAP-0287,Fielded
288,29,CAP-0288,Near-Fielded
289,29,CAP-0289,Developmental
290,29,CAP-0290,Developmental
291,29,CAP-0291,Developmental
292,29,CAP-0292,Fielded
293,29,CAP-0293,Near-Fielded
294,29,CAP-0294,Experimental
295,29,CAP-0295,Developmental
296,29,CAP-0296,Fielded
297,29,CAP-0297,Experimental
298,29,CAP-0298,Near-Fielded
299,29,CAP-0299,Near-Fielded
300,29,CAP-0300,Near-Fielded
301,29,CAP-0301,Experimental
302,29,CAP-0302,Experimental
303,29,CAP-0303,Fielded
304,29,CAP-0304,Fielded
305,29,CAP-0305,Near-Fielded
306,29,CAP-0306,Experimental
307,29,CAP-0307,Experimental
308,29,CAP-0308,Developmental
309,29,CAP-0309,Experimental
310,29,CAP-0310,Near-Fielded
311,29,CAP-0311,Fielded
312,29,CAP-0312,Developmental
313,29,CAP-0313,Near-Fielded
314,29,CAP-0314,Developmental
315,29,CAP-0315,Fielded
316,29,CAP-0316,Fielded
317,29,CAP-0317,Fielded
318,29,CAP-0318,Developmental
319,29,CAP-0319,Experimental
320,29,CAP-0320,Fielded
321,29,CAP-0321,Near-Fielded
322,29,CAP-0322,Fielded
323,29,CAP-0323,Fielded
324,29,CAP-0324,Fielded
325,29,CAP-0325,Near-Fielded
326,29,CAP-0326,Near-Fielded
327,29,CAP-0327,Experimental
328,29,CAP-0328,Near-Fielded
329,29,CAP-0329,Fielded
330,29,CAP-0330,Fielded
331,29,CAP-0331,Developmental
332,29,CAP-0332,Fielded
333,29,CAP-0333,Developmental
334,29,CAP-0334,Developmental
335,29,CAP-0335,Near-Fielded
336,32,CAP-0336,Developmental
337,32,CAP-0337,Fielded
338,32,CAP-0338,Near-Fielded
339,32,CAP-0339,Developmental
340,32,CAP-0340,Fielded
341,32,CAP-0341,Developmental
342,32,CAP-0342,Fielded
343,32,CAP-0343,Fielded
344,32,CAP-0344,Developmental
345,32,CAP-0345,Fielded
346,32,CAP-0346,Experimental
347,32,CAP-0347,Fielded
348,32,CAP-0348,Developmental
349,32,CAP-0349,Near-Fielded
350,32,CAP-0350,Developmental
351,32,CAP-0351,Experimental
352,32,CAP-0352,Near-Fielded
353,32,CAP-0353,Experimental
354,32,CAP-0354,Near-Fielded
355,32,CAP-0355,Near-Fielded
356,32,CAP-0356,Near-Fielded
357,32,CAP-0357,Experimental
358,32,CAP-0358,Experimental
359,32,CAP-0359,Developmental
360,32,CAP-0360,Near-Fielded
361,32,CAP-0361,Developmental
362,32,CAP-0362,Near-Fielded
363,32,CAP-0363,Experimental
364,32,CAP-0364,Near-Fielded
365,32,CAP-0365,Experimental
366,32,CAP-0366,Experimental
367,33,CAP-0367,Fielded
368,33,CAP-0368,Near-Fielded
369,33,CAP-0369,Near-Fielded
370,33,CAP-0370,Experimental
371,33,CAP-0371,Near-Fielded
372,33,CAP-0372,Fielded
373,33,CAP-0373,Experimental
374,33,CAP-0374,Near-Fielded
375,33,CAP-0375,Experimental
376,33,CAP-0376,Experimental
377,33,CAP-0377,Developmental
378,33,CAP-0378,Developmental
379,33,CAP-0379,Developmental
380,33,CAP-0380,Fielded
381,33,CAP-0381,Near-Fielded
382,33,CAP-0382,Experimental
383,33,CAP-0383,Near-Fielded
384,33,CAP-0384,Developmental
385,33,CAP-0385,Experimental
386,33,CAP-0386,Developmental
387,33,CAP-0387,Fielded
388,33,CAP-0388,Developmental
389,33,CAP-0389,Developmental
390,33,CAP-0390,Experimental
391,33,CAP-0391,Near-Fielded
392,33,CAP-0392,Near-Fielded
393,33,CAP-0393,Near-Fielded
394,33,CAP-0394,Experimental
395,34,CAP-0395,Near-Fielded
396,34,CAP-0396,Developmental
397,34,CAP-0397,Developmental
398,34,CAP-0398,Developmental
399,35,CAP-0399,Fielded
400,35,CAP-0400,Developmental
401,35,CAP-0401,Developmental
402,35,CAP-0402,Developmental
403,35,CAP-0403,Near-Fielded
404,35,CAP-0404,Fielded
405,35,CAP-0405,Experimental
406,35,CAP-0406,Fielded
407,35,CAP-0407,Developmental
408,35,CAP-0408,Fielded
409,35,CAP-0409,Experimental
410,35,CAP-0410,Experimental
445,38,CAP-0445,Developmental
446,38,CAP-0446,Experimental
447,38,CAP-0447,Developmental
448,38,CAP-0448,Fielded
449,38,CAP-0449,Near-Fielded
450,38,CAP-0450,Developmental
451,38,CAP-0451,Experimental
452,38,CAP-0452,Near-Fielded
453,38,CAP-0453,Fielded
454,38,CAP-0454,Near-Fielded
455,38,CAP-0455,Fielded
456,38,CAP-0456,Near-Fielded
457,38,CAP-0457,Fielded
458,38,CAP-0458,Near-Fielded
459,38,CAP-0459,Fielded
460,38,CAP-0460,Fielded
461,38,CAP-0461,Experimental
462,38,CAP-0462,Near-Fielded
463,38,CAP-0463,Fielded
464,38,CAP-0464,Fielded
465,38,CAP-0465,Developmental
466,38,CAP-0466,Experimental
467,38,CAP-0467,Developmental
468,38,CAP-0468,Developmental
469,38,CAP-0469,Fielded
470,39,CAP-0470,Developmental
471,39,CAP-0471,Fielded
472,39,CAP-0472,Developmental
473,39,CAP-0473,Experimental
474,40,CAP-0474,Developmental
475,40,CAP-0475,Experimental
476,40,CAP-0476,Near-Fielded
477,40,CAP-0477,Experimental
478,42,CAP-0478,Experimental
479,42,CAP-0479,Experimental
480,42,CAP-0480,Fielded
481,42,CAP-0481,Near-Fielded
482,42,CAP-0482,Developmental
483,42,CAP-0483,Experimental
484,42,CAP-0484,Developmental
485,42,CAP-0485,Near-Fielded
486,42,CAP-0486,Near-Fielded
487,42,CAP-0487,Fielded
488,42,CAP-0488,Near-Fielded
489,42,CAP-0489,Fielded
490,42,CAP-0490,Developmental
491,42,CAP-0491,Experimental
492,42,CAP-0492,Experimental
493,42,CAP-0493,Near-Fielded
494,42,CAP-0494,Developmental
495,43,CAP-0495,Fielded
496,43,CAP-0496,Fielded
497,44,CAP-0497,Developmental
498,44,CAP-0498,Fielded
499,44,CAP-0499,Fielded
500,44,CAP-0500,Experimental
501,44,CAP-0501,Developmental
502,44,CAP-0502,Near-Fielded
503,44,CAP-0503,Fielded
504,44,CAP-0504,Developmental
505,44,CAP-0505,Experimental
506,44,CAP-0506,Experimental
507,44,CAP-0507,Developmental
508,44,CAP-0508,Near-Fielded
509,44,CAP-0509,Experimental
510,45,CAP-0510,Developmental
511,45,CAP-0511,Experimental
512,45,CAP-0512,Developmental
513,45,CAP-0513,Developmental
514,45,CAP-0514,Developmental
515,45,CAP-0515,Near-Fielded
516,45,CAP-0516,Near-Fielded
517,45,CAP-0517,Experimental
518,45,CAP-0518,Experimental
519,45,CAP-0519,Developmental
520,45,CAP-0520,Near-Fielded
521,45,CAP-0521,Experimental
522,45,CAP-0522,Fielded
523,45,CAP-0523,Experimental
524,45,CAP-0524,Experimental
525,45,CAP-0525,Fielded
526,45,CAP-0526,Near-Fielded
527,45,CAP-0527,Fielded
96,19,CAP-0096,Experimental
2,4,CAP-0002,Developmental
3,6,CAP-0003,Experimental
4,6,CAP-0004,Near-Fielded
5,6,CAP-0005,Experimental
6,6,CAP-0006,Experimental
7,6,CAP-0007,Developmental
8,6,CAP-0008,Experimental
9,6,CAP-0009,Near-Fielded
10,6,CAP-0010,Experimental
11,6,CAP-0011,Fielded
12,7,CAP-0012,Developmental
13,7,CAP-0013,Fielded
14,7,CAP-0014,Near-Fielded
15,8,CAP-0015,Fielded
16,8,CAP-0016,Fielded
17,8,CAP-0017,Near-Fielded
18,8,CAP-0018,Fielded
19,8,CAP-0019,Near-Fielded
20,8,CAP-0020,Experimental
21,8,CAP-0021,Near-Fielded
22,8,CAP-0022,Experimental
23,8,CAP-0023,Experimental
24,8,CAP-0024,Experimental
25,8,CAP-0025,Near-Fielded
26,8,CAP-0026,Near-Fielded
27,8,CAP-0027,Near-Fielded
28,8,CAP-0028,Near-Fielded
29,8,CAP-0029,Near-Fielded
30,8,CAP-0030,Fielded
31,8,CAP-0031,Fielded
32,8,CAP-0032,Experimental
33,8,CAP-0033,Near-Fielded
34,8,CAP-0034,Near-Fielded
35,8,CAP-0035,Near-Fielded
36,8,CAP-0036,Experimental
37,8,CAP-0037,Near-Fielded
38,10,CAP-0038,Fielded
39,10,CAP-0039,Developmental
40,11,CAP-0040,Fielded
41,11,CAP-0041,Developmental
42,11,CAP-0042,Fielded
43,11,CAP-0043,Experimental
44,11,CAP-0044,Developmental
45,11,CAP-0045,Fielded
46,11,CAP-0046,Experimental
47,11,CAP-0047,Near-Fielded
48,11,CAP-0048,Experimental
49,12,CAP-0049,Developmental
50,14,CAP-0050,Near-Fielded
51,14,CAP-0051,Near-Fielded
52,14,CAP-0052,Developmental
53,14,CAP-0053,Fielded
54,14,CAP-0054,Developmental
55,14,CAP-0055,Fielded
411,35,CAP-0411,Experimental
412,35,CAP-0412,Near-Fielded
413,35,CAP-0413,Fielded
414,35,CAP-0414,Developmental
415,35,CAP-0415,Developmental
416,35,CAP-0416,Fielded
417,35,CAP-0417,Experimental
418,35,CAP-0418,Developmental
419,35,CAP-0419,Developmental
420,35,CAP-0420,Fielded
421,35,CAP-0421,Developmental
422,35,CAP-0422,Experimental
423,35,CAP-0423,Near-Fielded
424,35,CAP-0424,Experimental
425,35,CAP-0425,Developmental
426,35,CAP-0426,Experimental
427,35,CAP-0427,Near-Fielded
428,35,CAP-0428,Developmental
429,35,CAP-0429,Developmental
430,35,CAP-0430,Fielded
431,35,CAP-0431,Developmental
432,35,CAP-0432,Experimental
433,35,CAP-0433,Experimental
434,35,CAP-0434,Near-Fielded
435,37,CAP-0435,Developmental
436,37,CAP-0436,Experimental
437,37,CAP-0437,Experimental
438,37,CAP-0438,Experimental
439,38,CAP-0439,Fielded
440,38,CAP-0440,Developmental
441,38,CAP-0441,Developmental
442,38,CAP-0442,Developmental
443,38,CAP-0443,Experimental
444,38,CAP-0444,Developmental
