4,TC-00008,CWIX 2021,*********************,Interoperability Issue,f
5,TC-00009,CWIX 2021,*********************,Interoperability Issue,f
6,TC-00010,CWIX 2021,*********************,Limited Success,f
7,TC-00011,CWIX 2021,*********************,Success,f
8,TC-00012,CWIX 2021,*********************,Success,f
9,TC-00013,CWIX 2021,*********************,Success,f
10,TC-00014,CWIX 2021,*********************,Success,f
11,TC-00015,CWIX 2021,*********************,Success,f
12,TC-00016,CWIX 2021,*********************,Success,f
13,TC-00017,CWIX 2021,*********************,Not Tested,f
14,TC-00018,CWIX 2021,*********************,Success,f
15,TC-00019,CWIX 2021,*********************,Success,f
16,TC-00020,CWIX 2021,*********************,Not Tested,f
17,TC-00021,CWIX 2021,*********************,Success,f
18,TC-00022,CWIX 2021,*********************,Not Tested,f
19,TC-00023,CWIX 2021,*********************,Not Tested,f
20,TC-00024,CWIX 2021,*********************,Interoperability Issue,f
21,TC-00025,CWIX 2021,*********************,Limited Success,f
22,TC-00031,CWIX 2021,*********************,Success,f
23,TC-00032,CWIX 2021,*********************,Success,f
24,TC-00034,CWIX 2021,*********************,Success,f
25,TC-00035,CWIX 2021,*********************,Success,f
26,TC-00036,CWIX 2021,*********************,Success,f
27,TC-00037,CWIX 2021,*********************,Success,f
28,TC-00038,CWIX 2021,*********************,Success,f
29,TC-00039,CWIX 2021,*********************,Success,f
30,TC-00040,CWIX 2021,*********************,Success,f
31,TC-00041,CWIX 2021,*********************,Limited Success,f
32,TC-00043,CWIX 2021,*********************,Success,f
33,TC-00044,CWIX 2021,*********************,Success,f
34,TC-00045,CWIX 2021,*********************,Limited Success,f
35,TC-00047,CWIX 2021,*********************,Success,f
36,TC-00048,CWIX 2021,*********************,Success,f
37,TC-00049,CWIX 2021,*********************,Success,f
38,TC-00050,CWIX 2021,*********************,Not Tested,f
39,TC-00051,CWIX 2021,*********************,Not Tested,f
40,TC-00052,CWIX 2021,*********************,Limited Success,f
41,TC-00053,CWIX 2021,*********************,Limited Success,f
42,TC-00054,CWIX 2021,*********************,Interoperability Issue,f
43,TC-00055,CWIX 2021,*********************,Interoperability Issue,f
44,TC-00056,CWIX 2021,*********************,Not Tested,f
45,TC-00057,CWIX 2021,*********************,Limited Success,t
46,TC-00058,CWIX 2021,*********************,Interoperability Issue,f
47,TC-00059,CWIX 2021,*********************,Limited Success,t
48,TC-00063,CWIX 2021,*********************,Success,f
49,TC-00064,CWIX 2021,*********************,Success,f
50,TC-00065,CWIX 2021,*********************,Interoperability Issue,f
51,TC-00066,CWIX 2021,*********************,Success,f
52,TC-00067,CWIX 2021,*********************,Success,f
53,TC-00068,CWIX 2021,*********************,Success,f
54,TC-00069,CWIX 2021,*********************,Success,f
55,TC-00070,CWIX 2021,*********************,Success,f
56,TC-00071,CWIX 2021,*********************,Success,f
57,TC-00073,CWIX 2021,*********************,Limited Success,f
58,TC-00074,CWIX 2021,*********************,Limited Success,f
59,TC-00075,CWIX 2021,*********************,Success,f
60,TC-00076,CWIX 2021,*********************,Success,f
61,TC-00077,CWIX 2021,*********************,Success,f
62,TC-00078,CWIX 2021,*********************,Success,f
63,TC-00079,CWIX 2021,*********************,Limited Success,f
64,TC-00080,CWIX 2021,*********************,Not Tested,f
65,TC-00081,CWIX 2021,*********************,Not Tested,f
66,TC-00082,CWIX 2021,*********************,Success,f
67,TC-00092,CWIX 2021,*********************,Success,f
68,TC-00094,CWIX 2021,*********************,Success,f
69,TC-00095,CWIX 2021,*********************,Success,f
70,TC-00096,CWIX 2021,*********************,Success,f
71,TC-00097,CWIX 2021,*********************,Success,f
387,TC-00546,CWIX 2021,*********************,Success,f
73,TC-00099,CWIX 2021,*********************,Success,f
74,TC-00100,CWIX 2021,*********************,Success,f
75,TC-00101,CWIX 2021,*********************,Success,f
76,TC-00102,CWIX 2021,*********************,Success,f
77,TC-00103,CWIX 2021,*********************,Success,f
78,TC-00105,CWIX 2021,*********************,Success,f
79,TC-00106,CWIX 2021,*********************,Limited Success,f
80,TC-00107,CWIX 2021,*********************,Limited Success,f
81,TC-00108,CWIX 2021,*********************,Success,f
82,TC-00109,CWIX 2021,*********************,Success,f
83,TC-00110,CWIX 2021,*********************,Success,f
84,TC-00111,CWIX 2021,*********************,Success,f
85,TC-00112,CWIX 2021,*********************,Limited Success,f
86,TC-00113,CWIX 2021,*********************,Success,f
87,TC-00114,CWIX 2021,*********************,Success,f
88,TC-00115,CWIX 2021,*********************,Success,f
89,TC-00116,CWIX 2021,*********************,Success,f
90,TC-00117,CWIX 2021,*********************,Success,f
91,TC-00118,CWIX 2021,*********************,Success,f
92,TC-00119,CWIX 2021,*********************,Success,f
93,TC-00120,CWIX 2021,*********************,Success,f
94,TC-00121,CWIX 2021,*********************,Success,f
95,TC-00122,CWIX 2021,*********************,Success,f
96,TC-00123,CWIX 2021,*********************,Limited Success,f
97,TC-00124,CWIX 2021,*********************,Interoperability Issue,f
98,TC-00125,CWIX 2021,*********************,Success,f
99,TC-00127,CWIX 2021,*********************,Success,f
100,TC-00128,CWIX 2021,*********************,Success,f
101,TC-00129,CWIX 2021,*********************,Success,f
102,TC-00130,CWIX 2021,*********************,Success,f
103,TC-00132,CWIX 2021,*********************,Success,f
104,TC-00133,CWIX 2021,*********************,Success,f
105,TC-00134,CWIX 2021,*********************,Success,f
106,TC-00136,CWIX 2021,*********************,Success,f
107,TC-00137,CWIX 2021,*********************,Success,f
108,TC-00148,CWIX 2021,*********************,Success,f
109,TC-00149,CWIX 2021,*********************,Success,f
110,TC-00151,CWIX 2021,*********************,Success,f
111,TC-00152,CWIX 2021,*********************,Success,f
112,TC-00153,CWIX 2021,*********************,Success,f
113,TC-00154,CWIX 2021,*********************,Success,f
114,TC-00157,CWIX 2021,*********************,Limited Success,f
115,TC-00158,CWIX 2021,*********************,Limited Success,f
116,TC-00160,CWIX 2021,*********************,Limited Success,f
117,TC-00161,CWIX 2021,*********************,Success,f
118,TC-00162,CWIX 2021,*********************,Success,f
119,TC-00163,CWIX 2021,*********************,Success,f
120,TC-00164,CWIX 2021,*********************,Success,f
121,TC-00166,CWIX 2021,*********************,Success,f
122,TC-00167,CWIX 2021,*********************,Not Tested,f
123,TC-00168,CWIX 2021,*********************,Not Tested,f
124,TC-00169,CWIX 2021,*********************,Success,f
125,TC-00170,CWIX 2021,*********************,Success,f
126,TC-00172,CWIX 2021,*********************,Success,f
127,TC-00173,CWIX 2021,*********************,Success,f
128,TC-00174,CWIX 2021,*********************,Success,f
129,TC-00176,CWIX 2021,*********************,Success,f
130,TC-00177,CWIX 2021,*********************,Success,f
131,TC-00178,CWIX 2021,*********************,Success,f
132,TC-00181,CWIX 2021,*********************,Interoperability Issue,f
133,TC-00183,CWIX 2021,*********************,Success,f
134,TC-00184,CWIX 2021,*********************,Success,f
135,TC-00185,CWIX 2021,*********************,Success,f
136,TC-00186,CWIX 2021,*********************,Success,f
137,TC-00188,CWIX 2021,*********************,Success,f
138,TC-00191,CWIX 2021,*********************,Not Tested,f
139,TC-00196,CWIX 2021,*********************,Success,f
140,TC-00198,CWIX 2021,*********************,Not Tested,f
141,TC-00199,CWIX 2021,*********************,Not Tested,f
142,TC-00200,CWIX 2021,*********************,Not Tested,f
143,TC-00201,CWIX 2021,*********************,Not Tested,f
144,TC-00202,CWIX 2021,*********************,Success,f
145,TC-00203,CWIX 2021,*********************,Not Tested,f
146,TC-00204,CWIX 2021,*********************,Not Tested,f
147,TC-00205,CWIX 2021,*********************,Not Tested,f
148,TC-00206,CWIX 2021,*********************,Not Tested,f
149,TC-00208,CWIX 2021,*********************,Success,f
150,TC-00212,CWIX 2021,*********************,Success,f
151,TC-00218,CWIX 2021,*********************,Success,f
152,TC-00219,CWIX 2021,*********************,Interoperability Issue,f
153,TC-00238,CWIX 2021,*********************,Success,f
154,TC-00239,CWIX 2021,*********************,Success,f
155,TC-00242,CWIX 2021,*********************,Success,f
156,TC-00243,CWIX 2021,*********************,Success,f
157,TC-00248,CWIX 2021,*********************,Not Tested,f
158,TC-00251,CWIX 2021,*********************,Interoperability Issue,f
159,TC-00256,CWIX 2021,*********************,Interoperability Issue,f
160,TC-00257,CWIX 2021,*********************,Not Tested,f
161,TC-00258,CWIX 2021,*********************,Not Tested,f
162,TC-00259,CWIX 2021,*********************,Success,f
163,TC-00260,CWIX 2021,*********************,Not Tested,f
164,TC-00261,CWIX 2021,*********************,Limited Success,f
165,TC-00262,CWIX 2021,*********************,Success,f
166,TC-00263,CWIX 2021,*********************,Success,f
167,TC-00264,CWIX 2021,*********************,Not Tested,f
168,TC-00265,CWIX 2021,*********************,Not Tested,f
169,TC-00266,CWIX 2021,*********************,Not Tested,f
170,TC-00267,CWIX 2021,*********************,Interoperability Issue,f
171,TC-00268,CWIX 2021,*********************,Interoperability Issue,f
172,TC-00269,CWIX 2021,*********************,Not Tested,f
173,TC-00270,CWIX 2021,*********************,Success,f
174,TC-00271,CWIX 2021,*********************,Success,f
175,TC-00272,CWIX 2021,*********************,Not Tested,f
176,TC-00273,CWIX 2021,*********************,Not Tested,f
177,TC-00274,CWIX 2021,*********************,Success,f
178,TC-00275,CWIX 2021,*********************,Success,f
179,TC-00281,CWIX 2021,*********************,Success,f
180,TC-00282,CWIX 2021,*********************,Success,f
181,TC-00283,CWIX 2021,*********************,Success,f
182,TC-00284,CWIX 2021,*********************,Success,f
183,TC-00285,CWIX 2021,*********************,Success,f
184,TC-00286,CWIX 2021,*********************,Success,f
185,TC-00287,CWIX 2021,*********************,Success,f
186,TC-00288,CWIX 2021,*********************,Success,f
187,TC-00289,CWIX 2021,*********************,Success,f
188,TC-00290,CWIX 2021,*********************,Not Tested,f
189,TC-00291,CWIX 2021,*********************,Success,f
190,TC-00292,CWIX 2021,*********************,Not Tested,f
191,TC-00293,CWIX 2021,*********************,Not Tested,f
192,TC-00294,CWIX 2021,*********************,Success,f
193,TC-00295,CWIX 2021,*********************,Success,f
194,TC-00296,CWIX 2021,*********************,Not Tested,f
195,TC-00297,CWIX 2021,*********************,Success,f
196,TC-00298,CWIX 2021,*********************,Success,f
197,TC-00299,CWIX 2021,*********************,Not Tested,f
198,TC-00300,CWIX 2021,*********************,Not Tested,f
199,TC-00301,CWIX 2021,*********************,Success,f
200,TC-00302,CWIX 2021,*********************,Not Tested,f
201,TC-00303,CWIX 2021,*********************,Success,f
202,TC-00304,CWIX 2021,*********************,Success,f
203,TC-00305,CWIX 2021,*********************,Not Tested,f
204,TC-00306,CWIX 2021,*********************,Success,f
205,TC-00307,CWIX 2021,*********************,Not Tested,f
206,TC-00308,CWIX 2021,*********************,Success,f
207,TC-00309,CWIX 2021,*********************,Success,f
208,TC-00310,CWIX 2021,*********************,Not Tested,f
209,TC-00311,CWIX 2021,*********************,Not Tested,f
210,TC-00312,CWIX 2021,*********************,Success,f
211,TC-00313,CWIX 2021,*********************,Not Tested,f
212,TC-00314,CWIX 2021,*********************,Limited Success,f
213,TC-00315,CWIX 2021,*********************,Success,f
214,TC-00316,CWIX 2021,*********************,Success,f
215,TC-00317,CWIX 2021,*********************,Success,f
216,TC-00318,CWIX 2021,*********************,Not Tested,f
217,TC-00319,CWIX 2021,*********************,Limited Success,f
218,TC-00328,CWIX 2021,*********************,Limited Success,f
219,TC-00329,CWIX 2021,*********************,Limited Success,f
220,TC-00330,CWIX 2021,*********************,Success,f
221,TC-00331,CWIX 2021,*********************,Limited Success,f
222,TC-00332,CWIX 2021,*********************,Limited Success,f
223,TC-00333,CWIX 2021,*********************,Success,f
224,TC-00334,CWIX 2021,*********************,Success,f
225,TC-00335,CWIX 2021,*********************,Success,f
226,TC-00336,CWIX 2021,*********************,Success,f
227,TC-00337,CWIX 2021,*********************,Success,f
228,TC-00338,CWIX 2021,*********************,Not Tested,f
229,TC-00339,CWIX 2021,*********************,Not Tested,f
230,TC-00340,CWIX 2021,*********************,Success,f
231,TC-00341,CWIX 2021,*********************,Success,f
232,TC-00342,CWIX 2021,*********************,Success,f
233,TC-00343,CWIX 2021,*********************,Success,f
234,TC-00345,CWIX 2021,*********************,Success,f
235,TC-00347,CWIX 2021,*********************,Success,f
236,TC-00348,CWIX 2021,*********************,Not Tested,f
237,TC-00349,CWIX 2021,*********************,Success,f
238,TC-00354,CWIX 2021,*********************,Success,f
239,TC-00355,CWIX 2021,*********************,Success,f
240,TC-00356,CWIX 2021,*********************,Success,f
241,TC-00357,CWIX 2021,*********************,Success,f
242,TC-00358,CWIX 2021,*********************,Success,f
243,TC-00359,CWIX 2021,*********************,Success,f
244,TC-00360,CWIX 2021,*********************,Success,f
245,TC-00361,CWIX 2021,*********************,Success,f
246,TC-00362,CWIX 2021,*********************,Success,f
247,TC-00363,CWIX 2021,*********************,Limited Success,f
248,TC-00364,CWIX 2021,*********************,Success,f
249,TC-00365,CWIX 2021,*********************,Success,f
250,TC-00366,CWIX 2021,*********************,Success,f
251,TC-00367,CWIX 2021,*********************,Limited Success,f
252,TC-00368,CWIX 2021,*********************,Success,f
253,TC-00370,CWIX 2021,*********************,Success,f
254,TC-00371,CWIX 2021,*********************,Success,f
255,TC-00374,CWIX 2021,*********************,Success,f
256,TC-00376,CWIX 2021,*********************,Success,f
257,TC-00377,CWIX 2021,*********************,Success,f
258,TC-00379,CWIX 2021,*********************,Success,f
259,TC-00380,CWIX 2021,*********************,Success,f
260,TC-00382,CWIX 2021,*********************,Success,f
261,TC-00385,CWIX 2021,*********************,Success,f
262,TC-00386,CWIX 2021,*********************,Success,f
263,TC-00388,CWIX 2021,*********************,Success,f
264,TC-00389,CWIX 2021,*********************,Not Tested,f
265,TC-00391,CWIX 2021,*********************,Not Tested,f
266,TC-00393,CWIX 2021,*********************,Success,f
267,TC-00394,CWIX 2021,*********************,Limited Success,f
268,TC-00395,CWIX 2021,*********************,Not Tested,f
269,TC-00396,CWIX 2021,*********************,Success,f
270,TC-00397,CWIX 2021,*********************,Success,f
271,TC-00398,CWIX 2021,*********************,Success,f
272,TC-00399,CWIX 2021,*********************,Success,f
273,TC-00400,CWIX 2021,*********************,Success,f
274,TC-00401,CWIX 2021,*********************,Success,f
275,TC-00402,CWIX 2021,*********************,Not Tested,f
276,TC-00403,CWIX 2021,*********************,Success,f
277,TC-00404,CWIX 2021,*********************,Success,f
278,TC-00405,CWIX 2021,*********************,Success,f
279,TC-00406,CWIX 2021,*********************,Success,f
280,TC-00407,CWIX 2021,*********************,Success,f
281,TC-00408,CWIX 2021,*********************,Not Tested,f
282,TC-00409,CWIX 2021,*********************,Success,f
283,TC-00492,CWIX 2021,*********************,Limited Success,f
284,TC-00410,CWIX 2021,*********************,Success,f
285,TC-00411,CWIX 2021,*********************,Success,f
286,TC-00412,CWIX 2021,*********************,Success,f
287,TC-00413,CWIX 2021,*********************,Limited Success,f
288,TC-00414,CWIX 2021,*********************,Limited Success,f
289,TC-00415,CWIX 2021,*********************,Not Tested,f
290,TC-00416,CWIX 2021,*********************,Not Tested,f
291,TC-00418,CWIX 2021,*********************,Not Tested,f
292,TC-00419,CWIX 2021,*********************,Not Tested,f
293,TC-00420,CWIX 2021,*********************,Not Tested,f
294,TC-00429,CWIX 2021,*********************,Not Tested,f
295,TC-00430,CWIX 2021,*********************,Not Tested,f
296,TC-00431,CWIX 2021,*********************,Success,f
297,TC-00432,CWIX 2021,*********************,Not Tested,f
298,TC-00433,CWIX 2021,*********************,Interoperability Issue,f
299,TC-00434,CWIX 2021,*********************,Not Tested,f
300,TC-00435,CWIX 2021,*********************,Success,f
301,TC-00437,CWIX 2021,*********************,Success,f
302,TC-00438,CWIX 2021,*********************,Not Tested,f
303,TC-00439,CWIX 2021,*********************,Success,f
304,TC-00440,CWIX 2021,*********************,Success,f
305,TC-00441,CWIX 2021,*********************,Success,f
306,TC-00442,CWIX 2021,*********************,Not Tested,f
307,TC-00443,CWIX 2021,*********************,Success,f
308,TC-00451,CWIX 2021,*********************,Success,f
309,TC-00456,CWIX 2021,*********************,Success,f
310,TC-00457,CWIX 2021,*********************,Success,f
311,TC-00458,CWIX 2021,*********************,Not Tested,f
312,TC-00459,CWIX 2021,*********************,Not Tested,f
313,TC-00460,CWIX 2021,*********************,Success,f
314,TC-00461,CWIX 2021,*********************,Success,f
315,TC-00462,CWIX 2021,*********************,Success,f
316,TC-00463,CWIX 2021,*********************,Not Tested,f
317,TC-00464,CWIX 2021,*********************,Success,f
318,TC-00465,CWIX 2021,*********************,Success,f
319,TC-00466,CWIX 2021,*********************,Not Tested,f
320,TC-00467,CWIX 2021,*********************,Success,f
321,TC-00468,CWIX 2021,*********************,Success,f
322,TC-00469,CWIX 2021,*********************,Success,f
323,TC-00470,CWIX 2021,*********************,Success,f
324,TC-00475,CWIX 2021,*********************,Success,f
325,TC-00476,CWIX 2021,*********************,Not Tested,f
326,TC-00477,CWIX 2021,*********************,Success,f
327,TC-00478,CWIX 2021,*********************,Not Tested,f
328,TC-00479,CWIX 2021,*********************,Limited Success,f
329,TC-00480,CWIX 2021,*********************,Interoperability Issue,f
330,TC-00481,CWIX 2021,*********************,Success,f
331,TC-00482,CWIX 2021,*********************,Success,f
332,TC-00483,CWIX 2021,*********************,Limited Success,f
333,TC-00484,CWIX 2021,*********************,Success,f
334,TC-00485,CWIX 2021,*********************,Success,f
335,TC-00486,CWIX 2021,*********************,Success,f
336,TC-00487,CWIX 2021,*********************,Success,f
337,TC-00488,CWIX 2021,*********************,Success,f
338,TC-00489,CWIX 2021,*********************,Success,f
339,TC-00490,CWIX 2021,*********************,Success,f
340,TC-00491,CWIX 2021,*********************,Success,f
341,TC-00493,CWIX 2021,*********************,Success,f
342,TC-00494,CWIX 2021,*********************,Success,f
343,TC-00495,CWIX 2021,*********************,Success,f
344,TC-00496,CWIX 2021,*********************,Not Tested,f
345,TC-00497,CWIX 2021,*********************,Interoperability Issue,f
346,TC-00498,CWIX 2021,*********************,Success,f
347,TC-00499,CWIX 2021,*********************,Success,f
348,TC-00500,CWIX 2021,*********************,Success,f
349,TC-00501,CWIX 2021,*********************,Success,f
350,TC-00502,CWIX 2021,*********************,Success,f
351,TC-00503,CWIX 2021,*********************,Success,f
352,TC-00504,CWIX 2021,*********************,Not Tested,f
353,TC-00506,CWIX 2021,*********************,Not Tested,f
354,TC-00507,CWIX 2021,*********************,Success,f
355,TC-00508,CWIX 2021,*********************,Success,f
356,TC-00509,CWIX 2021,*********************,Not Tested,f
357,TC-00510,CWIX 2021,*********************,Not Tested,f
358,TC-00512,CWIX 2021,*********************,Not Tested,f
359,TC-00513,CWIX 2021,*********************,Not Tested,f
360,TC-00514,CWIX 2021,*********************,Not Tested,f
361,TC-00516,CWIX 2021,*********************,Interoperability Issue,f
362,TC-00519,CWIX 2021,*********************,Not Tested,f
363,TC-00520,CWIX 2021,*********************,Limited Success,f
364,TC-00521,CWIX 2021,*********************,Success,f
365,TC-00522,CWIX 2021,*********************,Success,f
366,TC-00523,CWIX 2021,*********************,Success,f
367,TC-00524,CWIX 2021,*********************,Success,f
368,TC-00525,CWIX 2021,*********************,Success,f
369,TC-00526,CWIX 2021,*********************,Success,f
370,TC-00527,CWIX 2021,*********************,Not Tested,f
371,TC-00529,CWIX 2021,*********************,Success,f
372,TC-00530,CWIX 2021,*********************,Not Tested,f
373,TC-00531,CWIX 2021,*********************,Success,f
374,TC-00532,CWIX 2021,*********************,Success,f
375,TC-00533,CWIX 2021,*********************,Success,f
376,TC-00534,CWIX 2021,*********************,Success,f
377,TC-00535,CWIX 2021,*********************,Success,f
378,TC-00536,CWIX 2021,*********************,Success,f
379,TC-00537,CWIX 2021,*********************,Not Tested,f
380,TC-00539,CWIX 2021,*********************,Success,f
381,TC-00540,CWIX 2021,*********************,Not Tested,f
382,TC-00541,CWIX 2021,*********************,Success,f
383,TC-00542,CWIX 2021,*********************,Limited Success,f
384,TC-00543,CWIX 2021,*********************,Success,f
385,TC-00544,CWIX 2021,*********************,Not Tested,f
386,TC-00545,CWIX 2021,*********************,Success,f
388,TC-00547,CWIX 2021,*********************,Success,f
389,TC-00548,CWIX 2021,*********************,Success,f
390,TC-00549,CWIX 2021,*********************,Success,f
391,TC-00550,CWIX 2021,*********************,Success,f
392,TC-00552,CWIX 2021,*********************,Success,f
393,TC-00553,CWIX 2021,*********************,Success,f
394,TC-00554,CWIX 2021,*********************,Success,f
395,TC-00555,CWIX 2021,*********************,Success,f
396,TC-00556,CWIX 2021,*********************,Success,f
397,TC-00557,CWIX 2021,*********************,Success,f
398,TC-00558,CWIX 2021,*********************,Not Tested,f
399,TC-00560,CWIX 2021,*********************,Success,f
400,TC-00561,CWIX 2021,*********************,Not Tested,f
401,TC-00562,CWIX 2021,*********************,Success,f
402,TC-00563,CWIX 2021,*********************,Success,f
403,TC-00564,CWIX 2021,*********************,Success,f
404,TC-00569,CWIX 2021,*********************,Success,f
405,TC-00570,CWIX 2021,*********************,Success,f
406,TC-00571,CWIX 2021,*********************,Success,f
407,TC-00572,CWIX 2021,*********************,Success,f
408,TC-00573,CWIX 2021,*********************,Success,f
409,TC-00575,CWIX 2021,*********************,Success,f
410,TC-00576,CWIX 2021,*********************,Success,f
411,TC-00577,CWIX 2021,*********************,Success,f
412,TC-00580,CWIX 2021,*********************,Success,f
413,TC-00581,CWIX 2021,*********************,Not Tested,f
414,TC-00582,CWIX 2021,*********************,Success,f
415,TC-00583,CWIX 2021,*********************,Success,f
416,TC-00584,CWIX 2021,*********************,Success,f
417,TC-00585,CWIX 2021,*********************,Success,f
418,TC-00586,CWIX 2021,*********************,Success,f
419,TC-00587,CWIX 2021,*********************,Success,f
420,TC-00588,CWIX 2021,*********************,Success,f
421,TC-00589,CWIX 2021,*********************,Success,f
422,TC-00590,CWIX 2021,*********************,Not Tested,f
423,TC-00595,CWIX 2021,*********************,Not Tested,f
424,TC-00596,CWIX 2021,*********************,Not Tested,f
425,TC-00597,CWIX 2021,*********************,Not Tested,f
426,TC-00599,CWIX 2021,*********************,Not Tested,f
427,TC-00600,CWIX 2021,*********************,Not Tested,f
428,TC-00601,CWIX 2021,*********************,Not Tested,f
429,TC-00603,CWIX 2021,*********************,Not Tested,f
430,TC-00604,CWIX 2021,*********************,Not Tested,f
431,TC-00605,CWIX 2021,*********************,Success,f
432,TC-00606,CWIX 2021,*********************,Success,f
433,TC-00607,CWIX 2021,*********************,Success,f
434,TC-00608,CWIX 2021,*********************,Success,f
435,TC-00611,CWIX 2021,*********************,Success,f
436,TC-00613,CWIX 2021,*********************,Limited Success,f
437,TC-00614,CWIX 2021,*********************,Success,f
438,TC-00615,CWIX 2021,*********************,Success,f
439,TC-00616,CWIX 2021,*********************,Success,f
440,TC-00617,CWIX 2021,*********************,Success,f
441,TC-00618,CWIX 2021,*********************,Success,f
442,TC-00619,CWIX 2021,*********************,Success,f
443,TC-00620,CWIX 2021,*********************,Success,f
444,TC-00621,CWIX 2021,*********************,Success,f
445,TC-00622,CWIX 2021,*********************,Success,f
446,TC-00623,CWIX 2021,*********************,Success,f
447,TC-00624,CWIX 2021,*********************,Success,f
448,TC-00625,CWIX 2021,*********************,Success,f
449,TC-00626,CWIX 2021,*********************,Success,f
450,TC-00627,CWIX 2021,*********************,Success,f
451,TC-00628,CWIX 2021,*********************,Success,f
452,TC-00629,CWIX 2021,*********************,Success,f
453,TC-00630,CWIX 2021,*********************,Limited Success,f
454,TC-00631,CWIX 2021,*********************,Success,f
455,TC-00632,CWIX 2021,*********************,Success,f
456,TC-00633,CWIX 2021,*********************,Not Tested,f
457,TC-00634,CWIX 2021,*********************,Success,f
458,TC-00635,CWIX 2021,*********************,Interoperability Issue,f
459,TC-00636,CWIX 2021,*********************,Interoperability Issue,t
460,TC-00637,CWIX 2021,*********************,Limited Success,f
461,TC-00638,CWIX 2021,*********************,Limited Success,f
462,TC-00639,CWIX 2021,*********************,Limited Success,f
463,TC-00640,CWIX 2021,*********************,Interoperability Issue,f
464,TC-00641,CWIX 2021,*********************,Limited Success,f
465,TC-00642,CWIX 2021,*********************,Success,f
466,TC-00643,CWIX 2021,*********************,Success,f
467,TC-00644,CWIX 2021,*********************,Success,f
468,TC-00645,CWIX 2021,*********************,Success,f
469,TC-00646,CWIX 2021,*********************,Success,f
470,TC-00647,CWIX 2021,*********************,Not Tested,f
471,TC-00648,CWIX 2021,*********************,Not Tested,f
472,TC-00651,CWIX 2021,*********************,Not Tested,f
473,TC-00652,CWIX 2021,*********************,Not Tested,f
474,TC-00653,CWIX 2021,*********************,Not Tested,f
475,TC-00654,CWIX 2021,*********************,Not Tested,f
476,TC-00655,CWIX 2021,*********************,Not Tested,f
477,TC-00656,CWIX 2021,*********************,Not Tested,f
478,TC-00658,CWIX 2021,*********************,Success,f
479,TC-00659,CWIX 2021,*********************,Success,f
480,TC-00660,CWIX 2021,*********************,Success,f
481,TC-00661,CWIX 2021,*********************,Success,f
